pool,pool_name,code,name,secucode,type
csi500,中证500,603699,纽威股份,603699.SH,3
csi500,中证500,603728,鸣志电器,603728.SH,3
csi500,中证500,603737,三棵树,603737.SH,3
csi500,中证500,603766,隆鑫通用,603766.SH,3
csi500,中证500,603786,科博达,603786.SH,3
csi500,中证500,603806,福斯特,603806.SH,3
csi500,中证500,603816,顾家家居,603816.SH,3
csi500,中证500,603833,欧派家居,603833.SH,3
csi500,中证500,603858,步长制药,603858.SH,3
csi500,中证500,603885,吉祥航空,603885.SH,3
csi500,中证500,603899,晨光股份,603899.SH,3
csi500,中证500,603920,世运电路,603920.SH,3
csi500,中证500,603939,益丰药房,603939.SH,3
csi500,中证500,603979,金诚信,603979.SH,3
csi500,中证500,605358,立昂微,605358.SH,3
csi500,中证500,605589,圣泉集团,605589.SH,3
csi500,中证500,688002,睿创微纳,688002.SH,3
csi500,中证500,688017,绿的谐波,688017.SH,3
csi500,中证500,688018,乐鑫科技,688018.SH,3
csi500,中证500,688019,安集科技,688019.SH,3
csi500,中证500,688027,国盾量子,688027.SH,3
csi500,中证500,688037,芯源微,688037.SH,3
csi500,中证500,688052,纳芯微,688052.SH,3
csi500,中证500,688065,凯赛生物,688065.SH,3
csi500,中证500,688099,晶晨股份,688099.SH,3
csi500,中证500,688114,华大智造,688114.SH,3
csi500,中证500,688120,华海清科,688120.SH,3
csi500,中证500,688122,西部超导,688122.SH,3
csi500,中证500,688166,博瑞医药,688166.SH,3
csi500,中证500,688169,石头科技,688169.SH,3
csi500,中证500,688172,燕东微,688172.SH,3
csi500,中证500,688180,君实生物,688180.SH,3
csi500,中证500,688187,时代电气,688187.SH,3
csi500,中证500,688188,柏楚电子,688188.SH,3
csi500,中证500,688192,迪哲医药,688192.SH,3
csi500,中证500,688200,华峰测控,688200.SH,3
csi500,中证500,688213,思特威,688213.SH,3
csi500,中证500,688220,翱捷科技,688220.SH,3
csi500,中证500,688234,天岳先进,688234.SH,3
csi500,中证500,688235,百济神州,688235.SH,3
csi500,中证500,688248,南网科技,688248.SH,3
csi500,中证500,688266,泽璟制药,688266.SH,3
csi500,中证500,688278,特宝生物,688278.SH,3
csi500,中证500,688281,华秦科技,688281.SH,3
csi500,中证500,688295,中复神鹰,688295.SH,3
csi500,中证500,688297,中无人机,688297.SH,3
csi500,中证500,688301,奕瑞科技,688301.SH,3
csi500,中证500,688313,仕佳光子,688313.SH,3
csi500,中证500,688318,财富趋势,688318.SH,3
csi500,中证500,688322,奥比中光,688322.SH,3
csi500,中证500,688331,荣昌生物,688331.SH,3
csi500,中证500,688336,三生国健,688336.SH,3
csi500,中证500,688343,云天励飞,688343.SH,3
csi500,中证500,688347,华虹宏力,688347.SH,3
csi500,中证500,688349,三一重能,688349.SH,3
csi500,中证500,688361,中科飞测,688361.SH,3
csi500,中证500,688363,华熙生物,688363.SH,3
csi500,中证500,688375,国博电子,688375.SH,3
csi500,中证500,688385,复旦微电,688385.SH,3
csi500,中证500,688387,信科移动,688387.SH,3
csi500,中证500,688411,海博思创,688411.SH,3
csi500,中证500,688425,铁建重工,688425.SH,3
csi500,中证500,688469,芯联集成,688469.SH,3
csi500,中证500,688475,萤石网络,688475.SH,3
csi500,中证500,688498,源杰科技,688498.SH,3
csi500,中证500,688520,神州细胞,688520.SH,3
csi500,中证500,688538,和辉光电,688538.SH,3
csi500,中证500,688561,奇安信,688561.SH,3
csi500,中证500,688563,航材股份,688563.SH,3
csi500,中证500,688568,中科星图,688568.SH,3
csi500,中证500,688578,艾力斯,688578.SH,3
csi500,中证500,688582,芯动联科,688582.SH,3
csi500,中证500,688599,天合光能,688599.SH,3
csi500,中证500,688608,恒玄科技,688608.SH,3
csi500,中证500,688615,合合信息,688615.SH,3
csi500,中证500,688617,惠泰医疗,688617.SH,3
csi500,中证500,688629,华丰科技,688629.SH,3
csi500,中证500,688676,金盘科技,688676.SH,3
csi500,中证500,688692,达梦数据,688692.SH,3
csi500,中证500,688702,盛科通信,688702.SH,3
csi500,中证500,688708,佳驰科技,688708.SH,3
csi500,中证500,688709,成都华微,688709.SH,3
csi500,中证500,688728,格科微,688728.SH,3
csi500,中证500,688772,珠海冠宇,688772.SH,3
csi500,中证500,688777,中控技术,688777.SH,3
csi500,中证500,688778,厦钨新能,688778.SH,3
csi500,中证500,688819,天能股份,688819.SH,3
csi500,中证500,689009,九号公司,689009.SH,3
csi_a500,中证A500,000001,平安银行,000001.SZ,6
csi_a500,中证A500,000002,万科A,000002.SZ,6
csi_a500,中证A500,000032,深桑达A,000032.SZ,6
csi_a500,中证A500,000034,神州数码,000034.SZ,6
csi_a500,中证A500,000035,中国天楹,000035.SZ,6
csi_a500,中证A500,000039,中集集团,000039.SZ,6
csi_a500,中证A500,000063,中兴通讯,000063.SZ,6
csi_a500,中证A500,000066,中国长城,000066.SZ,6
csi_a500,中证A500,000069,华侨城A,000069.SZ,6
csi_a500,中证A500,000100,TCL科技,000100.SZ,6
csi_a500,中证A500,000157,中联重科,000157.SZ,6
csi_a500,中证A500,000301,东方盛虹,000301.SZ,6
csi_a500,中证A500,000333,美的集团,000333.SZ,6
csi_a500,中证A500,000338,潍柴动力,000338.SZ,6
csi_a500,中证A500,000400,许继电气,000400.SZ,6
csi_a500,中证A500,000408,藏格矿业,000408.SZ,6
csi_a500,中证A500,000415,渤海租赁,000415.SZ,6
csi_a500,中证A500,000423,东阿阿胶,000423.SZ,6
csi_a500,中证A500,000425,徐工机械,000425.SZ,6
csi_a500,中证A500,000426,兴业银锡,000426.SZ,6
csi_a500,中证A500,000519,中兵红箭,000519.SZ,6
csi_a500,中证A500,000538,云南白药,000538.SZ,6
csi_a500,中证A500,000547,航天发展,000547.SZ,6
csi_a500,中证A500,000568,泸州老窖,000568.SZ,6
csi_a500,中证A500,000617,中油资本,000617.SZ,6
csi_a500,中证A500,000623,吉林敖东,000623.SZ,6
csi_a500,中证A500,000625,长安汽车,000625.SZ,6
csi_a500,中证A500,000630,铜陵有色,000630.SZ,6
csi_a500,中证A500,000651,格力电器,000651.SZ,6
csi_a500,中证A500,000657,中钨高新,000657.SZ,6
csi_a500,中证A500,000661,长春高新,000661.SZ,6
csi_a500,中证A500,000683,博源化工,000683.SZ,6
csi_a500,中证A500,000725,京东方A,000725.SZ,6
csi_a500,中证A500,000733,振华科技,000733.SZ,6
csi_a500,中证A500,000738,航发控制,000738.SZ,6
csi_a500,中证A500,000768,中航西飞,000768.SZ,6
csi_a500,中证A500,000786,北新建材,000786.SZ,6
csi_a500,中证A500,000792,盐湖股份,000792.SZ,6
csi_a500,中证A500,000807,云铝股份,000807.SZ,6
csi_a500,中证A500,000830,鲁西化工,000830.SZ,6
csi_a500,中证A500,000831,中国稀土,000831.SZ,6
csi_a500,中证A500,000833,粤桂股份,000833.SZ,6
csi_a500,中证A500,000858,五粮液,000858.SZ,6
csi_a500,中证A500,000878,云南铜业,000878.SZ,6
csi_a500,中证A500,000887,中鼎股份,000887.SZ,6
csi_a500,中证A500,000932,华菱钢铁,000932.SZ,6
csi_a500,中证A500,000933,神火股份,000933.SZ,6
csi_a500,中证A500,000938,紫光股份,000938.SZ,6
csi_a500,中证A500,000960,锡业股份,000960.SZ,6
csi_a500,中证A500,000963,华东医药,000963.SZ,6
csi_a500,中证A500,000967,盈峰环境,000967.SZ,6
csi_a500,中证A500,000975,山金国际,000975.SZ,6
csi_a500,中证A500,000977,浪潮信息,000977.SZ,6
csi_a500,中证A500,000988,华工科技,000988.SZ,6
csi_a500,中证A500,000998,隆平高科,000998.SZ,6
csi_a500,中证A500,000999,华润三九,000999.SZ,6
csi_a500,中证A500,001965,招商公路,001965.SZ,6
csi_a500,中证A500,001979,招商蛇口,001979.SZ,6
csi_a500,中证A500,002001,新和成,002001.SZ,6
csi_a500,中证A500,002007,华兰生物,002007.SZ,6
csi_a500,中证A500,002008,大族激光,002008.SZ,6
csi_a500,中证A500,002025,航天电器,002025.SZ,6
csi_a500,中证A500,002027,分众传媒,002027.SZ,6
csi_a500,中证A500,002028,思源电气,002028.SZ,6
csi_a500,中证A500,002044,美年健康,002044.SZ,6
csi_a500,中证A500,002049,紫光国微,002049.SZ,6
csi_a500,中证A500,002050,三花智控,002050.SZ,6
csi_a500,中证A500,002064,华峰化学,002064.SZ,6
csi_a500,中证A500,002065,东华软件,002065.SZ,6
csi_a500,中证A500,002074,国轩高科,002074.SZ,6
csi_a500,中证A500,002078,太阳纸业,002078.SZ,6
csi_a500,中证A500,002080,中材科技,002080.SZ,6
csi_a500,中证A500,002085,万丰奥威,002085.SZ,6
csi_a500,中证A500,002091,江苏国泰,002091.SZ,6
csi_a500,中证A500,002120,韵达股份,002120.SZ,6
csi_a500,中证A500,002126,银轮股份,002126.SZ,6
csi_a500,中证A500,002128,电投能源,002128.SZ,6
csi_a500,中证A500,002129,TCL中环,002129.SZ,6
csi_a500,中证A500,002130,沃尔核材,002130.SZ,6
csi_a500,中证A500,002131,利欧股份,002131.SZ,6
csi_a500,中证A500,002138,顺络电子,002138.SZ,6
csi_a500,中证A500,002155,湖南黄金,002155.SZ,6
csi_a500,中证A500,002156,通富微电,002156.SZ,6
csi_a500,中证A500,002176,江特电机,002176.SZ,6
csi_a500,中证A500,002179,中航光电,002179.SZ,6
csi_a500,中证A500,002185,华天科技,002185.SZ,6
csi_a500,中证A500,002195,岩山科技,002195.SZ,6
csi_a500,中证A500,002202,金风科技,002202.SZ,6
csi_a500,中证A500,002223,鱼跃医疗,002223.SZ,6
csi_a500,中证A500,002230,科大讯飞,002230.SZ,6
csi_a500,中证A500,002236,大华股份,002236.SZ,6
csi_a500,中证A500,002241,歌尔股份,002241.SZ,6
csi_a500,中证A500,002244,滨江集团,002244.SZ,6
csi_a500,中证A500,002252,上海莱士,002252.SZ,6
csi_a500,中证A500,002266,浙富控股,002266.SZ,6
csi_a500,中证A500,002271,东方雨虹,002271.SZ,6
csi_a500,中证A500,002273,水晶光电,002273.SZ,6
csi_a500,中证A500,002281,光迅科技,002281.SZ,6
csi_a500,中证A500,002292,奥飞娱乐,002292.SZ,6
csi_a500,中证A500,002294,信立泰,002294.SZ,6
csi_a500,中证A500,002318,久立特材,002318.SZ,6
csi_a500,中证A500,002340,格林美,002340.SZ,6
csi_a500,中证A500,002352,顺丰控股,002352.SZ,6
csi_a500,中证A500,002353,杰瑞股份,002353.SZ,6
csi_a500,中证A500,002371,北方华创,002371.SZ,6
csi_a500,中证A500,002384,东山精密,002384.SZ,6
csi_a500,中证A500,002389,航天彩虹,002389.SZ,6
csi_a500,中证A500,002405,四维图新,002405.SZ,6
csi_a500,中证A500,002407,多氟多,002407.SZ,6
csi_a500,中证A500,002410,广联达,002410.SZ,6
csi_a500,中证A500,002414,高德红外,002414.SZ,6
csi_a500,中证A500,002415,海康威视,002415.SZ,6
csi_a500,中证A500,002422,科伦药业,002422.SZ,6
csi_a500,中证A500,002432,九安医疗,002432.SZ,6
csi_a500,中证A500,002436,兴森科技,002436.SZ,6
csi_a500,中证A500,002444,巨星科技,002444.SZ,6
csi_a500,中证A500,002456,欧菲光,002456.SZ,6
csi_a500,中证A500,002459,晶澳科技,002459.SZ,6
csi_a500,中证A500,002460,赣锋锂业,002460.SZ,6
csi_a500,中证A500,002463,沪电股份,002463.SZ,6
csi_a500,中证A500,002465,海格通信,002465.SZ,6
csi_a500,中证A500,002466,天齐锂业,002466.SZ,6
csi_a500,中证A500,002472,双环传动,002472.SZ,6
csi_a500,中证A500,002475,立讯精密,002475.SZ,6
csi_a500,中证A500,002493,荣盛石化,002493.SZ,6
csi_a500,中证A500,002497,雅化集团,002497.SZ,6
csi_a500,中证A500,002517,恺英网络,002517.SZ,6
csi_a500,中证A500,002532,天山铝业,002532.SZ,6
csi_a500,中证A500,002544,普天科技,002544.SZ,6
csi_a500,中证A500,002555,三七互娱,002555.SZ,6
csi_a500,中证A500,002558,巨人网络,002558.SZ,6
csi_a500,中证A500,002572,索菲亚,002572.SZ,6
csi_a500,中证A500,002594,比亚迪,002594.SZ,6
csi_a500,中证A500,002595,豪迈科技,002595.SZ,6
csi_a500,中证A500,002600,领益智造,002600.SZ,6
csi_a500,中证A500,002601,龙佰集团,002601.SZ,6
csi_a500,中证A500,002602,世纪华通,002602.SZ,6
csi_a500,中证A500,002603,以岭药业,002603.SZ,6
csi_a500,中证A500,002607,中公教育,002607.SZ,6
csi_a500,中证A500,002625,光启技术,002625.SZ,6
csi_a500,中证A500,002648,卫星化学,002648.SZ,6
csi_a500,中证A500,002709,天赐材料,002709.SZ,6
csi_a500,中证A500,002714,牧原股份,002714.SZ,6
csi_a500,中证A500,002738,中矿资源,002738.SZ,6
csi_a500,中证A500,002756,永兴材料,002756.SZ,6
csi_a500,中证A500,002812,恩捷股份,002812.SZ,6
csi_a500,中证A500,002821,凯莱英,002821.SZ,6
csi_a500,中证A500,002831,裕同科技,002831.SZ,6
csi_a500,中证A500,002837,英维克,002837.SZ,6
csi_a500,中证A500,002851,麦格米特,002851.SZ,6
csi_a500,中证A500,002891,中宠股份,002891.SZ,6
csi_a500,中证A500,002916,深南电路,002916.SZ,6
csi_a500,中证A500,002920,德赛西威,002920.SZ,6
csi_a500,中证A500,002938,鹏鼎控股,002938.SZ,6
csi_a500,中证A500,003816,中国广核,003816.SZ,6
csi_a500,中证A500,300001,特锐德,300001.SZ,6
csi_a500,中证A500,300003,乐普医疗,300003.SZ,6
csi_a500,中证A500,300012,华测检测,300012.SZ,6
csi_a500,中证A500,300014,亿纬锂能,300014.SZ,6
csi_a500,中证A500,300015,爱尔眼科,300015.SZ,6
csi_a500,中证A500,300017,网宿科技,300017.SZ,6
csi_a500,中证A500,300024,机器人,300024.SZ,6
csi_a500,中证A500,300033,同花顺,300033.SZ,6
csi_a500,中证A500,300037,新宙邦,300037.SZ,6
csi_a500,中证A500,300049,福瑞医科,300049.SZ,6
csi_a500,中证A500,300054,鼎龙股份,300054.SZ,6
csi_a500,中证A500,300058,蓝色光标,300058.SZ,6
csi_a500,中证A500,300059,东方财富,300059.SZ,6
csi_a500,中证A500,300070,碧水源,300070.SZ,6
csi_a500,中证A500,300073,当升科技,300073.SZ,6
csi_a500,中证A500,300083,创世纪,300083.SZ,6
csi_a500,中证A500,300100,双林股份,300100.SZ,6
csi_a500,中证A500,300115,长盈精密,300115.SZ,6
csi_a500,中证A500,300118,东方日升,300118.SZ,6
csi_a500,中证A500,300122,智飞生物,300122.SZ,6
csi_a500,中证A500,300124,汇川技术,300124.SZ,6
csi_a500,中证A500,300136,信维通信,300136.SZ,6
csi_a500,中证A500,300142,沃森生物,300142.SZ,6
csi_a500,中证A500,300144,宋城演艺,300144.SZ,6
csi_a500,中证A500,300207,欣旺达,300207.SZ,6
csi_a500,中证A500,300223,北京君正,300223.SZ,6
csi_a500,中证A500,300251,光线传媒,300251.SZ,6
csi_a500,中证A500,300274,阳光电源,300274.SZ,6
csi_a500,中证A500,300308,中际旭创,300308.SZ,6
csi_a500,中证A500,300316,晶盛机电,300316.SZ,6
csi_a500,中证A500,300339,润和软件,300339.SZ,6
csi_a500,中证A500,300342,天银机电,300342.SZ,6
csi_a500,中证A500,300346,南大光电,300346.SZ,6
csi_a500,中证A500,300347,泰格医药,300347.SZ,6
csi_a500,中证A500,300390,天华新能,300390.SZ,6
csi_a500,中证A500,300394,天孚通信,300394.SZ,6
csi_a500,中证A500,300395,菲利华,300395.SZ,6
csi_a500,中证A500,300408,三环集团,300408.SZ,6
csi_a500,中证A500,300409,道氏技术,300409.SZ,6
csi_a500,中证A500,300418,昆仑万维,300418.SZ,6
csi_a500,中证A500,300432,富临精工,300432.SZ,6
csi_a500,中证A500,300433,蓝思科技,300433.SZ,6
csi_a500,中证A500,300438,鹏辉能源,300438.SZ,6
csi_a500,中证A500,300442,润泽科技,300442.SZ,6
csi_a500,中证A500,300450,先导智能,300450.SZ,6
csi_a500,中证A500,300454,深信服,300454.SZ,6
csi_a500,中证A500,300457,赢合科技,300457.SZ,6
csi_a500,中证A500,300458,全志科技,300458.SZ,6
csi_a500,中证A500,300474,景嘉微,300474.SZ,6
csi_a500,中证A500,300475,香农芯创,300475.SZ,6
csi_a500,中证A500,300476,胜宏科技,300476.SZ,6
csi_a500,中证A500,300496,中科创达,300496.SZ,6
csi_a500,中证A500,300502,新易盛,300502.SZ,6
csi_a500,中证A500,300558,贝达药业,300558.SZ,6
csi_a500,中证A500,300567,精测电子,300567.SZ,6
csi_a500,中证A500,300568,星源材质,300568.SZ,6
csi_a500,中证A500,300573,兴齐眼药,300573.SZ,6
csi_a500,中证A500,300601,康泰生物,300601.SZ,6
csi_a500,中证A500,300604,长川科技,300604.SZ,6
csi_a500,中证A500,300661,圣邦股份,300661.SZ,6
csi_a500,中证A500,300676,华大基因,300676.SZ,6
csi_a500,中证A500,300677,英科医疗,300677.SZ,6
csi_a500,中证A500,300699,光威复材,300699.SZ,6
csi_a500,中证A500,300724,捷佳伟创,300724.SZ,6
csi_a500,中证A500,300748,金力永磁,300748.SZ,6
csi_a500,中证A500,300750,宁德时代,300750.SZ,6
csi_a500,中证A500,300751,迈为股份,300751.SZ,6
csi_a500,中证A500,300757,罗博特科,300757.SZ,6
csi_a500,中证A500,300759,康龙化成,300759.SZ,6
csi_a500,中证A500,300760,迈瑞医疗,300760.SZ,6
csi_a500,中证A500,300763,锦浪科技,300763.SZ,6
csi_a500,中证A500,300782,卓胜微,300782.SZ,6
csi_a500,中证A500,300803,指南针,300803.SZ,6
csi_a500,中证A500,300832,新产业,300832.SZ,6
csi_a500,中证A500,300857,协创数据,300857.SZ,6
csi_a500,中证A500,300866,安克创新,300866.SZ,6
csi_a500,中证A500,300896,爱美客,300896.SZ,6
csi_a500,中证A500,300919,中伟新材,300919.SZ,6
csi_a500,中证A500,300972,万辰集团,300972.SZ,6
csi_a500,中证A500,301078,孩子王,301078.SZ,6
csi_a500,中证A500,301236,软通动力,301236.SZ,6
csi_a500,中证A500,301308,江波龙,301308.SZ,6
csi_a500,中证A500,301358,湖南裕能,301358.SZ,6
csi_a500,中证A500,301550,斯菱智驱,301550.SZ,6
csi_a500,中证A500,302132,中航成飞,302132.SZ,6
csi_a500,中证A500,600000,浦发银行,600000.SH,6
csi_a500,中证A500,600004,白云机场,600004.SH,6
csi_a500,中证A500,600008,首创环保,600008.SH,6
csi_a500,中证A500,600009,上海机场,600009.SH,6
csi_a500,中证A500,600010,包钢股份,600010.SH,6
csi_a500,中证A500,600011,华能国际,600011.SH,6
csi_a500,中证A500,600018,上港集团,600018.SH,6
csi_a500,中证A500,600019,宝钢股份,600019.SH,6
csi_a500,中证A500,600026,中远海能,600026.SH,6
csi_a500,中证A500,600028,中国石化,600028.SH,6
csi_a500,中证A500,600029,南方航空,600029.SH,6
csi_a500,中证A500,600030,中信证券,600030.SH,6
csi_a500,中证A500,600031,三一重工,600031.SH,6
csi_a500,中证A500,600036,招商银行,600036.SH,6
csi_a500,中证A500,600038,中直股份,600038.SH,6
csi_a500,中证A500,600039,四川路桥,600039.SH,6
csi_a500,中证A500,600048,保利发展,600048.SH,6
csi_a500,中证A500,600050,中国联通,600050.SH,6
csi_a500,中证A500,600064,南京高科,600064.SH,6
csi_a500,中证A500,600066,宇通客车,600066.SH,6
csi_a500,中证A500,600085,同仁堂,600085.SH,6
csi_a500,中证A500,600089,特变电工,600089.SH,6
csi_a500,中证A500,600096,云天化,600096.SH,6
csi_a500,中证A500,600104,上汽集团,600104.SH,6
csi_a500,中证A500,600111,北方稀土,600111.SH,6
csi_a500,中证A500,600115,中国东航,600115.SH,6
csi_a500,中证A500,600118,中国卫星,600118.SH,6
csi_a500,中证A500,600141,兴发集团,600141.SH,6
csi_a500,中证A500,600143,金发科技,600143.SH,6
csi_a500,中证A500,600150,中国船舶,600150.SH,6
csi_a500,中证A500,600153,建发股份,600153.SH,6
csi_a500,中证A500,600157,永泰能源,600157.SH,6
csi_a500,中证A500,600160,巨化股份,600160.SH,6
csi_a500,中证A500,600161,天坛生物,600161.SH,6
csi_a500,中证A500,600166,福田汽车,600166.SH,6
csi_a500,中证A500,600170,上海建工,600170.SH,6
csi_a500,中证A500,600176,中国巨石,600176.SH,6
csi_a500,中证A500,600177,雅戈尔,600177.SH,6
csi_a500,中证A500,600183,生益科技,600183.SH,6
csi_a500,中证A500,600196,复星医药,600196.SH,6
csi_a500,中证A500,600208,衢州发展,600208.SH,6
csi_a500,中证A500,600219,南山铝业,600219.SH,6
csi_a500,中证A500,600221,海航控股,600221.SH,6
csi_a500,中证A500,600226,亨通股份,600226.SH,6
csi_a500,中证A500,600233,圆通速递,600233.SH,6
csi_a500,中证A500,600258,首旅酒店,600258.SH,6
csi_a500,中证A500,600276,恒瑞医药,600276.SH,6
csi_a500,中证A500,600309,万华化学,600309.SH,6
csi_a500,中证A500,600312,平高电气,600312.SH,6
csi_a500,中证A500,600316,洪都航空,600316.SH,6
csi_a500,中证A500,600323,瀚蓝环境,600323.SH,6
csi_a500,中证A500,600325,华发股份,600325.SH,6
csi_a500,中证A500,600332,白云山,600332.SH,6
csi_a500,中证A500,600346,恒力石化,600346.SH,6
csi_a500,中证A500,600352,浙江龙盛,600352.SH,6
csi_a500,中证A500,600362,江西铜业,600362.SH,6
csi_a500,中证A500,600372,中航机载,600372.SH,6
csi_a500,中证A500,600392,盛和资源,600392.SH,6
csi_a500,中证A500,600398,海澜之家,600398.SH,6
csi_a500,中证A500,600406,国电南瑞,600406.SH,6
csi_a500,中证A500,600415,小商品城,600415.SH,6
csi_a500,中证A500,600418,江淮汽车,600418.SH,6
csi_a500,中证A500,600426,华鲁恒升,600426.SH,6
csi_a500,中证A500,600436,片仔癀,600436.SH,6
csi_a500,中证A500,600438,通威股份,600438.SH,6
csi_a500,中证A500,600460,士兰微,600460.SH,6
csi_a500,中证A500,600482,中国动力,600482.SH,6
csi_a500,中证A500,600486,扬农化工,600486.SH,6
csi_a500,中证A500,600487,亨通光电,600487.SH,6
csi_a500,中证A500,600489,中金黄金,600489.SH,6
csi_a500,中证A500,600497,驰宏锌锗,600497.SH,6
csi_a500,中证A500,600499,科达制造,600499.SH,6
csi_a500,中证A500,600511,国药股份,600511.SH,6
csi_a500,中证A500,600515,海南机场,600515.SH,6
csi_a500,中证A500,600516,方大炭素,600516.SH,6
csi_a500,中证A500,600519,贵州茅台,600519.SH,6
csi_a500,中证A500,600521,华海药业,600521.SH,6
csi_a500,中证A500,600522,中天科技,600522.SH,6
csi_a500,中证A500,600529,山东药玻,600529.SH,6
csi_a500,中证A500,600535,天士力,600535.SH,6
csi_a500,中证A500,600547,山东黄金,600547.SH,6
csi_a500,中证A500,600549,厦门钨业,600549.SH,6
csi_a500,中证A500,600570,恒生电子,600570.SH,6
csi_a500,中证A500,600580,卧龙电驱,600580.SH,6
csi_a500,中证A500,600584,长电科技,600584.SH,6
csi_a500,中证A500,600585,海螺水泥,600585.SH,6
csi_a500,中证A500,600588,用友网络,600588.SH,6
csi_a500,中证A500,600635,大众公用,600635.SH,6
csi_a500,中证A500,600655,豫园股份,600655.SH,6
csi_a500,中证A500,600660,福耀玻璃,600660.SH,6
csi_a500,中证A500,600663,陆家嘴,600663.SH,6
csi_a500,中证A500,600667,太极实业,600667.SH,6
csi_a500,中证A500,600673,东阳光,600673.SH,6
csi_a500,中证A500,600674,川投能源,600674.SH,6
csi_a500,中证A500,600690,海尔智家,600690.SH,6
csi_a500,中证A500,600699,均胜电子,600699.SH,6
csi_a500,中证A500,600704,物产中大,600704.SH,6
csi_a500,中证A500,600711,盛屯矿业,600711.SH,6
csi_a500,中证A500,600741,华域汽车,600741.SH,6
csi_a500,中证A500,600754,锦江酒店,600754.SH,6
csi_a500,中证A500,600760,中航沈飞,600760.SH,6
csi_a500,中证A500,600763,通策医疗,600763.SH,6
csi_a500,中证A500,600765,中航重机,600765.SH,6
csi_a500,中证A500,600795,国电电力,600795.SH,6
csi_a500,中证A500,600803,新奥股份,600803.SH,6
csi_a500,中证A500,600816,建元信托,600816.SH,6
csi_a500,中证A500,600820,隧道股份,600820.SH,6
csi_a500,中证A500,600839,四川长虹,600839.SH,6
csi_a500,中证A500,600859,王府井,600859.SH,6
csi_a500,中证A500,600862,中航高科,600862.SH,6
csi_a500,中证A500,600864,哈投股份,600864.SH,6
csi_a500,中证A500,600875,东方电气,600875.SH,6
csi_a500,中证A500,600879,航天电子,600879.SH,6
csi_a500,中证A500,600885,宏发股份,600885.SH,6
csi_a500,中证A500,600886,国投电力,600886.SH,6
csi_a500,中证A500,600887,伊利股份,600887.SH,6
csi_a500,中证A500,600893,航发动力,600893.SH,6
csi_a500,中证A500,600895,张江高科,600895.SH,6
csi_a500,中证A500,600900,长江电力,600900.SH,6
csi_a500,中证A500,600905,三峡能源,600905.SH,6
csi_a500,中证A500,600938,中国海油,600938.SH,6
csi_a500,中证A500,600941,中国移动,600941.SH,6
csi_a500,中证A500,600988,赤峰黄金,600988.SH,6
csi_a500,中证A500,600989,宝丰能源,600989.SH,6
csi_a500,中证A500,600998,九州通,600998.SH,6
csi_a500,中证A500,601000,唐山港,601000.SH,6
csi_a500,中证A500,601006,大秦铁路,601006.SH,6
csi_a500,中证A500,601012,隆基绿能,601012.SH,6
csi_a500,中证A500,601018,宁波港,601018.SH,6
csi_a500,中证A500,601021,春秋航空,601021.SH,6
csi_a500,中证A500,601058,赛轮轮胎,601058.SH,6
csi_a500,中证A500,601088,中国神华,601088.SH,6
csi_a500,中证A500,601100,恒立液压,601100.SH,6
csi_a500,中证A500,601111,中国国航,601111.SH,6
csi_a500,中证A500,601117,中国化学,601117.SH,6
csi_a500,中证A500,601127,赛力斯,601127.SH,6
csi_a500,中证A500,601155,新城控股,601155.SH,6
csi_a500,中证A500,601166,兴业银行,601166.SH,6
csi_a500,中证A500,601168,西部矿业,601168.SH,6
csi_a500,中证A500,601179,中国西电,601179.SH,6
csi_a500,中证A500,601186,中国铁建,601186.SH,6
csi_a500,中证A500,601211,国泰海通,601211.SH,6
csi_a500,中证A500,601216,君正集团,601216.SH,6
csi_a500,中证A500,601225,陕西煤业,601225.SH,6
csi_a500,中证A500,601233,桐昆股份,601233.SH,6
csi_a500,中证A500,601238,广汽集团,601238.SH,6
csi_a500,中证A500,601288,农业银行,601288.SH,6
csi_a500,中证A500,601318,中国平安,601318.SH,6
csi_a500,中证A500,601319,中国人保,601319.SH,6
csi_a500,中证A500,601328,交通银行,601328.SH,6
csi_a500,中证A500,601360,三六零,601360.SH,6
csi_a500,中证A500,601390,中国中铁,601390.SH,6
csi_a500,中证A500,601398,工商银行,601398.SH,6
csi_a500,中证A500,601567,三星电气,601567.SH,6
csi_a500,中证A500,601600,中国铝业,601600.SH,6
csi_a500,中证A500,601601,中国太保,601601.SH,6
csi_a500,中证A500,601607,上海医药,601607.SH,6
csi_a500,中证A500,601615,明阳智能,601615.SH,6
csi_a500,中证A500,601618,中国中冶,601618.SH,6
csi_a500,中证A500,601628,中国人寿,601628.SH,6
csi_a500,中证A500,601633,长城汽车,601633.SH,6
csi_a500,中证A500,601658,邮储银行,601658.SH,6
csi_a500,中证A500,601668,中国建筑,601668.SH,6
csi_a500,中证A500,601669,中国电建,601669.SH,6
csi_a500,中证A500,601677,明泰铝业,601677.SH,6
csi_a500,中证A500,601689,拓普集团,601689.SH,6
csi_a500,中证A500,601727,上海电气,601727.SH,6
csi_a500,中证A500,601728,中国电信,601728.SH,6
csi_a500,中证A500,601766,中国中车,601766.SH,6
csi_a500,中证A500,601799,星宇股份,601799.SH,6
csi_a500,中证A500,601800,中国交建,601800.SH,6
csi_a500,中证A500,601816,京沪高铁,601816.SH,6
csi_a500,中证A500,601857,中国石油,601857.SH,6
csi_a500,中证A500,601866,中远海发,601866.SH,6
csi_a500,中证A500,601868,中国能建,601868.SH,6
