final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
171097.62982192484,0.7109762982192485,0.10892605324964055,-0.1183086115435122,0.9028353667281259,0.9207,1.2191,0.5833333333333334,4.2695,5.9773,3,109.6,24,1.664242,-0.953266,-0.7838
