trade_date,open,high,low,close,volume,entry_confirm_ma
2022-01-05,52.01010479542632,52.488929494072245,47.67592939580746,47.78325271606445,255365409,
2022-01-06,47.783246802431805,48.98030525164835,47.53558029724056,47.8823127746582,116157682,
2022-01-07,47.717207885597645,47.93185453177362,47.54384162086002,47.568607330322266,63881165,
2022-01-10,47.63465483889186,49.11240309963732,47.6181433156753,48.54276657104492,75326858,
2022-01-11,48.37764436484078,48.806934430886685,47.82452262445976,47.95661163330078,34700578,
2022-01-12,48.12172599350511,48.12172599350511,47.717201613042185,47.97312545776367,25617132,
2022-01-13,47.89056896335704,47.89056896335704,47.70069119645973,47.72546005249024,24645018,
2022-01-14,47.6429037598946,47.71720403153114,47.560349302187646,47.5933723449707,24019049,
2022-01-17,47.59337006729072,47.65115881477013,47.54383550548671,47.55208969116211,26815585,
2022-01-18,47.55209580759712,47.6594191306851,47.54384162086002,47.568607330322266,20774021,
2022-01-19,47.55209186820033,47.5686033895576,47.53558349609375,47.53558349609375,37308915,
2022-01-20,47.5438392913728,47.64290527361884,47.53558510504013,47.57686233520508,23180332,
2022-01-21,47.56034920350431,47.5686033895576,47.53558349609375,47.53558349609375,19184425,
2022-01-24,47.61813655168624,48.48497092729266,47.58511350994394,48.03916931152344,29709778,
2022-01-25,47.79976619777731,47.907086373182736,47.54384231567383,47.54384231567383,18436817,
2022-01-26,47.5438392913728,47.88231761752666,47.53558510504013,47.57686233520508,18821205,
2022-01-27,47.55209186820033,47.60162643227214,47.53558349609375,47.53558349609375,33978377,
2022-01-28,47.54383768214704,47.56034920350431,47.53558349609375,47.53558349609375,29008049,
2022-02-07,47.634644161324175,48.2207889324945,47.634644161324175,48.00614547729492,24754931,
2022-02-08,48.06393699004504,51.5973204893989,48.06393699004504,50.60665130615234,39345289,
2022-02-09,50.19387532997646,55.66732025146485,50.11132087263754,55.66732025146485,51244290,
2022-02-10,56.13788882168857,56.468112956810565,53.215415618386366,54.48677444458008,42181436,
2022-02-11,54.08225243952802,55.70034375094731,53.57866205757848,54.99036407470703,27567357,
2022-02-14,54.88304512729192,55.81592249073125,52.67054844219691,52.84391784667969,22758754,
2022-02-15,52.77787033548374,53.37227250795774,51.59732332584828,51.927547454833984,15999425,
2022-02-16,52.24125848873335,53.12460443877256,51.81196836780529,52.422882080078125,15860582,
2022-02-17,52.50543988062529,53.30623142150064,50.722236345225774,51.08548355102539,18282727,
2022-02-18,50.74700037535872,52.05137906963068,50.60665401849521,51.84498977661133,12345353,
2022-02-21,51.99359127161956,52.91821443948755,51.745924745311264,52.44764709472656,14266367,
2022-02-22,51.8449952740956,52.612763777479465,50.76351727951802,51.43221664428711,13392042,
2022-02-23,51.267100976181474,52.662294662855615,51.267100976181474,52.08440399169922,9221475,
2022-02-24,51.844988296897306,52.01010035645045,50.309451496779154,50.95338821411133,9444993,
2022-02-25,51.34965437392291,51.46523186882369,50.30945062131477,50.40851974487305,9555678,
2022-02-28,50.34247681613626,50.5075888831594,48.88949755468423,49.97923278808594,8002998,
