final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
51358.84671070024,-0.48641153289299754,-0.06687408722177568,-0.8562592876807253,-0.0006733604817809899,-0.0781,-0.0007,0.2,3.2018,0.8005,10,40.0,25,0.093575,-0.579986,-0.4056
