date,open,high,low,close,volume
2021-01-19,121.65,121.7,121.417,121.468,369200.0
2021-01-20,121.51,121.669,121.469,121.663,696400.0
2021-01-21,121.63,121.82,121.59,121.81,724800.0
2021-01-22,121.8,121.865,121.65,121.865,607100.0
2021-01-25,121.8,121.876,121.718,121.868,629600.0
2021-01-26,121.705,121.812,121.42,121.452,701400.0
2021-01-27,121.404,121.547,121.367,121.48,391900.0
2021-01-28,121.43,121.495,121.316,121.386,670900.0
2021-01-29,121.386,121.445,120.957,121.41,893900.0
2021-02-01,121.402,121.609,121.321,121.529,702988.0
2021-02-02,121.529,121.833,121.477,121.591,797700.0
2021-02-03,121.595,121.77,121.53,121.666,442200.0
2021-02-04,121.666,121.772,121.563,121.638,479800.0
2021-02-05,121.598,121.607,121.435,121.447,624800.0
2021-02-08,121.405,121.457,121.1,121.307,598192.0
2021-02-09,121.307,121.318,121.13,121.294,707100.0
2021-02-10,121.261,121.587,121.195,121.466,430400.0
2021-02-18,121.471,121.471,121.33,121.349,569300.0
2021-02-19,121.34,121.399,121.305,121.365,649100.0
2021-02-22,121.36,121.431,121.252,121.419,558000.0
2021-02-23,121.37,121.55,121.37,121.549,504600.0
2021-02-24,121.55,121.779,121.55,121.771,478000.0
2021-02-25,121.771,121.787,121.677,121.756,629600.0
2021-02-26,121.66,121.76,121.483,121.508,500800.0
2021-03-01,121.5,121.525,121.465,121.503,484460.0
2021-03-02,121.503,121.994,121.448,121.983,598000.0
2021-03-03,121.898,122.085,121.771,121.904,813550.0
2021-03-04,121.901,121.919,121.806,121.852,638200.0
2021-03-05,121.805,121.994,121.715,121.991,958900.0
2021-03-08,121.948,121.998,121.813,121.99,472300.0
2021-03-09,121.88,121.988,121.814,121.854,693400.0
2021-03-10,121.804,121.938,121.725,121.929,696200.0
2021-03-11,121.96,121.96,121.804,121.844,584600.0
2021-03-12,121.8,121.945,121.702,121.854,818920.0
2021-03-15,121.861,121.861,121.75,121.791,608000.0
2021-03-16,121.78,121.78,121.615,121.627,516400.0
2021-03-17,121.634,121.74,121.634,121.673,390800.0
2021-03-18,121.623,121.687,121.6,121.618,714900.0
2021-03-19,121.605,121.689,121.552,121.594,856100.0
2021-03-22,121.571,121.657,121.571,121.61,818400.0
2021-03-23,121.6,121.688,121.598,121.639,450300.0
2021-03-24,121.667,121.794,121.65,121.79,602200.0
2021-03-25,121.76,121.918,121.74,121.885,650400.0
2021-03-26,121.885,121.933,121.706,121.72,720400.0
2021-03-29,121.72,121.75,121.657,121.71,322400.0
2021-03-30,121.682,121.933,121.682,121.902,358200.0
2021-03-31,121.9,121.962,121.795,121.934,836600.0
2021-04-01,121.935,122.019,121.839,121.9,307000.0
2021-04-02,121.899,122.166,121.835,122.082,704900.0
2021-04-06,122.032,122.032,121.901,122.004,536900.0
2021-04-07,121.991,122.06,121.897,121.987,500800.0
2021-04-08,121.987,121.994,121.821,121.829,676500.0
2021-04-09,121.756,121.858,121.756,121.825,615621.0
2021-04-12,121.825,122.146,121.81,122.049,576300.0
2021-04-13,122.001,122.35,122.001,122.313,433600.0
2021-04-14,122.319,122.532,122.223,122.273,478700.0
2021-04-15,122.32,122.391,122.243,122.279,278200.0
2021-04-16,122.229,122.39,122.18,122.339,382100.0
2021-04-19,122.352,122.392,122.208,122.261,672100.0
2021-04-20,122.265,122.369,122.265,122.322,286400.0
2021-04-21,122.272,122.556,122.272,122.555,386600.0
2021-04-22,122.555,122.555,122.317,122.457,481400.0
2021-04-23,122.48,122.798,122.406,122.746,303700.0
2021-04-26,122.756,122.756,122.561,122.581,358000.0
2021-04-27,122.537,122.67,122.452,122.483,476900.0
2021-04-28,122.426,122.483,122.284,122.398,367000.0
2021-04-29,122.398,122.568,122.316,122.452,771700.0
2021-04-30,122.46,122.625,122.403,122.6,636300.0
2021-05-06,122.6,122.849,122.427,122.633,423100.0
2021-05-07,122.627,122.699,122.465,122.587,371400.0
2021-05-10,122.591,122.697,122.582,122.65,545100.0
2021-05-11,122.66,123.1,122.66,122.892,701700.0
2021-05-12,122.896,122.937,122.813,122.9,282100.0
2021-05-13,122.9,122.9,122.663,122.726,629800.0
2021-05-14,122.702,122.788,122.7,122.739,570200.0
2021-05-17,122.738,122.952,122.699,122.887,804200.0
2021-05-18,122.96,122.976,122.731,122.856,447300.0
2021-05-19,122.856,123.088,122.807,123.059,541500.0
2021-05-20,123.001,123.28,122.881,123.229,689721.0
2021-05-21,123.241,123.378,123.113,123.351,640200.0
2021-05-24,123.301,123.517,123.153,123.377,743800.0
2021-05-25,123.379,123.379,123.078,123.167,756300.0
2021-05-26,123.165,123.266,123.05,123.225,620600.0
2021-05-27,123.226,123.227,123.13,123.134,557600.0
2021-05-28,123.14,123.178,123.008,123.132,608221.0
2021-05-31,123.14,123.14,122.78,122.902,1043700.0
2021-06-01,122.92,123.146,122.902,123.071,767000.0
2021-06-02,123.06,123.06,122.98,122.985,660900.0
2021-06-03,122.985,123.019,122.858,122.966,590300.0
2021-06-04,122.966,123.052,122.936,123.015,782000.0
2021-06-07,123.0,123.0,122.871,122.876,669500.0
2021-06-08,122.888,123.018,122.877,122.896,651400.0
2021-06-09,122.9,122.9,122.85,122.86,676500.0
2021-06-10,122.86,122.93,122.86,122.888,614100.0
2021-06-11,122.862,122.917,122.688,122.712,782700.0
2021-06-15,122.697,122.72,122.612,122.69,933300.0
2021-06-16,122.689,122.937,122.551,122.937,929800.0
2021-06-17,122.9,122.968,122.812,122.873,665200.0
2021-06-18,122.873,122.988,122.818,122.968,564700.0
2021-06-21,122.959,123.277,122.948,123.227,587900.0
2021-06-22,123.19,123.19,123.106,123.161,606500.0
2021-06-23,123.148,123.169,123.076,123.13,564200.0
2021-06-24,123.168,123.168,123.019,123.047,686400.0
2021-06-25,123.013,123.118,123.011,123.091,580800.0
2021-06-28,123.09,123.318,123.041,123.231,653300.0
2021-06-29,123.198,123.388,123.08,123.378,653100.0
2021-06-30,123.348,123.699,123.298,123.523,778400.0
2021-07-01,123.473,123.699,123.43,123.485,1270200.0
2021-07-02,123.44,123.592,123.437,123.467,801700.0
2021-07-05,123.42,123.636,123.418,123.482,571900.0
2021-07-06,123.482,123.546,123.435,123.518,579800.0
2021-07-07,123.53,123.779,123.443,123.655,906300.0
2021-07-08,123.66,123.85,123.66,123.837,708000.0
2021-07-09,123.834,123.889,123.761,123.887,791100.0
2021-07-12,123.887,123.934,123.724,123.912,237300.0
2021-07-13,123.991,124.286,123.95,124.212,586900.0
2021-07-14,124.212,124.318,124.01,124.279,982800.0
2021-07-15,124.23,124.273,123.99,124.022,889822.0
2021-07-16,124.02,124.148,123.973,124.1,968200.0
2021-07-19,124.06,124.15,124.051,124.114,1135500.0
2021-07-20,124.135,124.394,124.08,124.204,902600.0
2021-07-21,124.162,124.38,124.162,124.321,828500.0
2021-07-22,124.272,124.371,124.211,124.341,880922.0
2021-07-23,124.391,124.397,124.279,124.386,1017300.0
2021-07-26,124.386,124.805,124.386,124.701,905900.0
2021-07-27,124.652,124.989,124.42,124.856,1071300.0
2021-07-28,124.905,124.983,124.41,124.721,1065900.0
2021-07-29,124.721,124.812,124.61,124.646,1059952.0
2021-07-30,124.646,124.866,124.596,124.826,877600.0
2021-08-02,124.8,125.22,124.8,125.17,903400.0
2021-08-03,125.17,125.25,125.046,125.111,861300.0
2021-08-04,125.061,125.161,125.01,125.034,628100.0
2021-08-05,125.001,125.05,124.91,124.984,1047600.0
2021-08-06,124.984,125.054,123.938,125.019,896100.0
2021-08-09,125.059,125.059,124.715,124.731,923200.0
2021-08-10,124.725,124.778,124.6,124.615,854200.0
2021-08-11,124.615,124.664,124.4,124.493,1244800.0
2021-08-12,124.444,124.675,124.444,124.6,676400.0
2021-08-13,124.543,124.93,124.533,124.832,819900.0
2021-08-16,124.829,124.978,124.782,124.827,804600.0
2021-08-17,124.823,125.099,124.765,125.025,917800.0
2021-08-18,125.02,125.185,124.899,125.102,1005000.0
2021-08-19,125.139,125.239,125.052,125.088,750500.0
2021-08-20,125.074,125.263,125.056,125.166,1369700.0
2021-08-23,125.117,125.216,125.058,125.092,851700.0
2021-08-24,125.053,125.09,124.809,125.04,972000.0
2021-08-25,124.99,125.235,124.915,125.085,818400.0
2021-08-26,125.053,125.135,124.628,124.777,715900.0
2021-08-27,124.925,124.925,124.72,124.815,883700.0
2021-08-30,124.79,124.936,124.688,124.86,1040400.0
2021-08-31,124.86,125.04,124.86,125.033,878000.0
2021-09-01,125.0,125.156,124.99,125.1,996300.0
2021-09-02,125.065,125.14,125.025,125.093,766500.0
2021-09-03,125.092,125.135,125.044,125.128,699100.0
2021-09-06,125.08,125.143,125.007,125.024,760500.0
2021-09-07,124.99,125.01,124.91,124.928,1387500.0
2021-09-08,124.929,124.944,124.89,124.893,966200.0
2021-09-09,124.9,124.933,124.858,124.907,621100.0
2021-09-10,124.908,124.963,124.875,124.905,750100.0
2021-09-13,124.889,124.919,124.857,124.859,873300.0
2021-09-14,124.866,124.879,124.765,124.792,649500.0
2021-09-15,124.81,124.895,124.77,124.815,787707.0
2021-09-16,124.69,124.789,124.582,124.65,814969.0
2021-09-17,124.7,124.769,124.6,124.758,802100.0
2021-09-22,124.735,124.926,124.735,124.821,598900.0
2021-09-23,124.871,125.095,124.856,124.986,592200.0
2021-09-24,124.958,125.062,124.958,124.975,611900.0
2021-09-27,124.985,125.035,124.96,124.971,665000.0
2021-09-28,124.961,125.098,124.919,124.989,521800.0
2021-09-29,124.98,125.338,124.943,125.291,757500.0
2021-09-30,125.211,125.494,125.211,125.349,570700.0
2021-10-08,125.348,125.397,125.092,125.148,633200.0
2021-10-11,125.15,125.188,124.933,124.99,718400.0
2021-10-12,124.99,125.08,124.8,124.806,563732.0
2021-10-13,124.81,124.856,124.74,124.76,530600.0
2021-10-14,124.777,124.835,124.757,124.789,589900.0
2021-10-15,124.83,124.83,124.606,124.77,852500.0
2021-10-18,124.772,124.772,124.204,124.392,664364.0
2021-10-19,124.399,124.43,124.284,124.38,678700.0
2021-10-20,124.395,124.448,124.345,124.42,502900.0
2021-10-21,124.43,124.604,124.401,124.598,683800.0
2021-10-22,124.461,124.6,124.41,124.453,746000.0
2021-10-25,124.502,124.502,124.404,124.48,602500.0
2021-10-26,124.53,124.598,124.467,124.573,494600.0
2021-10-27,124.588,124.639,124.584,124.609,545900.0
2021-10-28,124.57,124.622,124.55,124.589,647200.0
2021-10-29,124.64,124.69,124.587,124.686,483000.0
2021-11-01,124.68,124.78,124.641,124.777,825500.0
2021-11-02,124.731,124.888,124.727,124.878,607600.0
2021-11-03,124.862,125.032,124.852,124.976,684900.0
2021-11-04,124.976,124.985,124.915,124.932,689700.0
2021-11-05,124.982,125.159,124.982,125.06,618400.0
2021-11-08,125.06,125.336,125.06,125.173,535800.0
