date,equity
2025-06-06,1.2921849621302461
2025-06-09,1.2825120468517235
2025-06-10,1.2804307236672667
2025-06-11,1.284260495079747
2025-06-12,1.2869488933287379
2025-06-13,1.2900400807003058
2025-06-16,1.2916455618999474
2025-06-17,1.2915512130783984
2025-06-18,1.2930467219331674
2025-06-19,1.2891109583661786
2025-06-20,1.286491142135668
2025-06-23,1.291906216345175
2025-06-24,1.294917126845238
2025-06-25,1.301689416246072
2025-06-26,1.3005246349063275
2025-06-27,1.2911609559172676
2025-06-30,1.2896232354374138
2025-07-01,1.293594153164903
2025-07-02,1.2877032835782891
2025-07-03,1.319459315953492
2025-07-04,1.3314816172293285
2025-07-07,1.334131900493153
2025-07-08,1.3639694497866053
2025-07-09,1.3649602751916872
2025-07-10,1.3636585667445045
2025-07-11,1.3622135861504205
2025-07-14,1.3540703847686453
2025-07-15,1.381151513644936
2025-07-16,1.367210626493831
2025-07-17,1.3873354987162585
2025-07-18,1.3931571138992525
2025-07-21,1.406422764975469
2025-07-22,1.4168181094449868
2025-07-23,1.4113219797603431
2025-07-24,1.440407741709273
2025-07-25,1.439600911574221
2025-07-28,1.4630973156435936
2025-07-29,1.4963748462609572
2025-07-30,1.4959272499483394
2025-07-31,1.479041190789551
2025-08-01,1.4574148654189547
2025-08-04,1.2821722431685458
2025-08-05,1.3046679507448005
2025-08-06,1.3002112770585972
2025-08-07,1.3097671466305432
2025-08-08,1.3167097577409659
2025-08-11,1.327130800167393
2025-08-12,1.3626774502029795
2025-08-13,1.416410635560876
2025-08-14,1.4043341465951262
2025-08-15,1.435482285398228
2025-08-18,1.4450740198714827
2025-08-19,1.477972012773373
2025-08-20,1.4731544024486423
2025-08-21,1.447849455371964
2025-08-22,1.5079905525881925
2025-08-25,1.5488378294878808
2025-08-26,1.5232481731323164
2025-08-27,1.5186247078401893
2025-08-28,1.6155841023406223
2025-08-29,1.6482304441517521
2025-09-01,1.6820463382839461
2025-09-02,1.6344760942818894
2025-09-03,1.6223719161935624
2025-09-04,1.5458646625723442
2025-09-05,1.6179673279126079
2025-09-08,1.5829618390976357
2025-09-09,1.5391361399352261
2025-09-10,1.5913340219962664
2025-09-11,1.680662087893007
2025-09-12,1.6974754243604637
2025-09-15,1.7009395544042778
2025-09-16,1.711476801470745
2025-09-17,1.7420856746698938
2025-09-18,1.7413396701487927
2025-09-19,1.7540436294411532
2025-09-22,1.7892355545432523
2025-09-23,1.7934896420950044
2025-09-24,1.8176650131178957
